y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,"[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]","[3456, 838, 2388]"
0,"[1777, 1224, 650]","[1777, 1224, 650]","[1777, 1224, 650]","[975, 583, 650]","[1777, 1224, 650]","[975, 583, 650]","[975, 583, 650]","[975, 583, 650]","[975, 583, 650]","[975, 583, 85]","[975, 583, 650]","[975, 583, 650]","[975, 583, 650]","[975, 583, 650]","[975, 583, 650]"
0,"[1987, 5142, 7159]","[1987, 5142, 7159]","[1987, 5142, 7159]","[1987, 5142, 7159]","[1987, 5142, 7159]","[1987, 5142, 7159]","[1987, 5142, 7159]","[1987, 5142, 7159]","[1987, 5142, 7159]","[1987, 5142, 7159]","[1987, 5142, 7159]","[1987, 5142, 7159]","[1987, 5142, 7159]","[1987, 5142, 7159]","[1987, 5142, 7159]"
0,"[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]","[7608, 7422, 5505]"
0,"[156, 133, 29]","[156, 133, 29]","[156, 133, 29]","[156, 3566, 2860]","[156, 133, 29]","[156, 133, 29]","[156, 133, 29]","[156, 133, 29]","[156, 133, 29]","[156, 133, 29]","[156, 133, 29]","[156, 3566, 2860]","[156, 3566, 2860]","[53, 3080, 2860]","[156, 3566, 2860]"
0,"[2980, 2100, 2252]","[2980, 2100, 2252]","[2980, 2100, 2252]","[2980, 2100, 2252]","[2980, 2100, 2252]","[1845, 1803, 2252]","[2980, 2100, 2252]","[2980, 2100, 2252]","[2980, 2100, 2252]","[2980, 2100, 2252]","[2980, 2100, 2252]","[2980, 2100, 2252]","[2980, 2100, 2252]","[2980, 2100, 2252]","[2980, 2100, 2252]"
0,"[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]","[2358, 947, 2212]"
0,"[4814, 5771, 6272]","[4814, 5771, 6272]","[4814, 5771, 6272]","[4814, 5771, 6272]","[4814, 5771, 6272]","[4814, 5771, 6272]","[4814, 5771, 6272]","[4814, 5771, 6272]","[4814, 5771, 6272]","[4814, 5771, 6272]","[4814, 5771, 6272]","[4814, 5771, 6272]","[4814, 5771, 6272]","[4814, 5771, 6272]","[4814, 5771, 6272]"
0,"[844, 632, 597]","[844, 632, 597]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]"
0,"[1496, 1160, 1773]","[1496, 1160, 1773]","[1496, 1160, 1773]","[1496, 1160, 1773]","[1496, 1160, 1773]","[1496, 1160, 1773]","[1496, 1160, 1773]","[1496, 1160, 1773]","[1496, 1160, 1773]","[1496, 1160, 1773]","[1496, 1160, 1773]","[1496, 1160, 1773]","[1496, 1160, 1773]","[1496, 1160, 1773]","[1496, 1160, 1773]"
0,"[377, 322, 1389]","[377, 322, 1389]","[377, 322, 1389]","[377, 322, 1389]","[377, 322, 1389]","[377, 322, 1389]","[377, 322, 1389]","[377, 322, 1389]","[377, 322, 1389]","[377, 322, 1389]","[377, 322, 1389]","[377, 322, 1389]","[377, 322, 1389]","[377, 322, 1389]","[377, 322, 1389]"
0,"[4566, 3411, 876]","[4566, 3411, 876]","[4566, 3411, 876]","[4566, 3411, 876]","[4566, 3411, 876]","[4566, 3411, 876]","[4566, 3411, 876]","[4566, 3411, 876]","[4566, 3411, 876]","[4566, 3411, 876]","[2110, 2904, 197]","[4566, 3411, 876]","[3459, 2904, 197]","[3459, 2904, 197]","[3459, 2904, 197]"
0,"[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]"
0,"[844, 632, 597]","[844, 632, 597]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]","[844, 1412, 1051]"
0,"[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5140]","[5670, 5693, 5014]","[5670, 5693, 5014]","[5670, 5693, 5014]"
0,"[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]","[2588, 429, 338]"
0,"[855, 4814, 5771]","[855, 4814, 5771]","[855, 4814, 5771]","[855, 4814, 5771]","[855, 4814, 5771]","[855, 4814, 5771]","[855, 4814, 5771]","[855, 4814, 5771]","[855, 4814, 5771]","[855, 4814, 5771]","[855, 4814, 5771]","[855, 4814, 5771]","[855, 4814, 5771]","[855, 4814, 5771]","[855, 4814, 5771]"
0,"[2285, 4120, 4633]","[2285, 4120, 4633]","[2384, 4055, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2844, 4120, 4633]"
0,"[2029, 2937, 2669]","[2029, 2937, 2669]","[2029, 2937, 2669]","[2029, 2937, 2669]","[2029, 2937, 2669]","[2029, 2937, 2669]","[2029, 2937, 2669]","[2029, 2937, 2669]","[2029, 2937, 2669]","[2029, 2937, 2669]","[2029, 2937, 2669]","[2029, 2937, 2669]","[2029, 2937, 2669]","[2029, 2937, 2669]","[2029, 2937, 2669]"
0,"[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1018, 1128]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]","[1432, 1051, 1451]"
0,"[1777, 1224, 650]","[1777, 1224, 650]","[1777, 1224, 650]","[1777, 1224, 650]","[975, 583, 650]","[975, 583, 650]","[975, 583, 650]","[975, 583, 650]","[975, 583, 650]","[975, 583, 650]","[975, 583, 650]","[975, 583, 650]","[975, 583, 650]","[975, 583, 650]","[975, 583, 650]"
0,"[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2285, 4120, 4633]","[2844, 4120, 4633]"
0,"[1451, 3164, 2877]","[1451, 3164, 2877]","[1451, 3164, 2877]","[1451, 3164, 2877]","[1451, 3164, 2877]","[1451, 3164, 2877]","[1451, 3164, 2877]","[1451, 3164, 2877]","[1451, 3164, 2877]","[1128, 2254, 2877]","[1451, 3164, 2877]","[1451, 3164, 2877]","[1451, 3164, 2877]","[1451, 3164, 2877]","[1451, 3164, 2877]"
1,"[3031, 2215, 1479]","[3031, 2215, 1479]","[889, 936, 68]","[3031, 2215, 1479]","[3031, 2215, 1479]","[3031, 2215, 1479]","[3031, 2215, 1479]","[3031, 2215, 1479]","[3031, 2215, 1479]","[3031, 2215, 1479]","[1862, 978, 598]","[1862, 978, 598]","[1401, 986, 598]","[1401, 986, 598]","[318, 293, 172]"
0,"[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]","[4001, 4182, 3699]"
0,"[4901, 3406, 3408]","[4901, 3406, 3408]","[4901, 3406, 3408]","[4901, 3406, 3408]","[4901, 3406, 3408]","[4901, 3406, 3408]","[4901, 3406, 3408]","[4901, 3406, 3408]","[4901, 3406, 3408]","[4901, 3406, 3408]","[4901, 3406, 3408]","[4901, 3406, 3408]","[4901, 3406, 3675]","[4901, 3406, 3675]","[4901, 3406, 3675]"
0,"[2982, 4759, 710]","[2982, 4759, 710]","[2982, 4759, 710]","[2982, 4759, 710]","[2982, 4759, 710]","[2982, 4759, 2199]","[2982, 4759, 2199]","[2982, 4759, 2199]","[2982, 4759, 2199]","[2982, 4759, 2199]","[2982, 4759, 2199]","[2982, 4759, 2199]","[2982, 4759, 2199]","[2982, 4759, 2199]","[2982, 4759, 2199]"
0,"[2956, 5081, 2486]","[2956, 5081, 2486]","[2956, 5081, 2486]","[2956, 5081, 2486]","[2956, 5081, 2486]","[2956, 5081, 2486]","[2956, 5081, 2486]","[2956, 5081, 2913]","[2956, 5081, 2913]","[2956, 5081, 2913]","[2956, 5081, 2913]","[2956, 5081, 2913]","[2956, 5081, 2913]","[2956, 5081, 2913]","[2956, 5081, 2913]"
0,"[1220, 239, 14]","[1220, 239, 14]","[329, 52, 14]","[1220, 239, 14]","[1220, 239, 14]","[1220, 239, 14]","[1220, 239, 14]","[1220, 239, 14]","[1220, 239, 14]","[1220, 239, 14]","[1220, 239, 14]","[1220, 239, 14]","[1220, 239, 14]","[1220, 239, 14]","[1220, 239, 14]"
0,"[238, 1217, 585]","[238, 1217, 585]","[238, 1217, 585]","[238, 1217, 585]","[238, 1217, 585]","[238, 1217, 585]","[238, 1217, 585]","[238, 1217, 585]","[238, 1217, 585]","[238, 1217, 585]","[238, 1217, 585]","[238, 1217, 585]","[238, 1217, 585]","[554, 1924, 1409]","[238, 1217, 585]"
0,"[5410, 3135, 5670]","[5410, 3436, 5841]","[5410, 3135, 5670]","[5410, 3135, 5670]","[5410, 3135, 5670]","[5410, 3135, 5670]","[5410, 3135, 5670]","[5410, 3135, 5670]","[5410, 3135, 5670]","[5410, 3135, 5670]","[5410, 3135, 5670]","[5410, 3135, 5670]","[5410, 3135, 5670]","[5410, 3135, 5670]","[5410, 3135, 5670]"
0,"[1996, 2173, 912]","[1996, 2173, 912]","[1996, 2173, 912]","[1996, 2173, 912]","[1996, 2173, 912]","[1996, 2173, 912]","[1996, 2173, 912]","[1996, 2173, 912]","[1996, 2173, 912]","[1996, 2173, 912]","[1996, 2173, 912]","[1996, 2173, 912]","[1996, 2173, 912]","[1996, 2173, 912]","[1996, 2173, 912]"
0,"[7159, 7404, 3605]","[7159, 7404, 3605]","[7159, 7404, 3605]","[7159, 7404, 3605]","[7159, 7404, 3605]","[7159, 7404, 3605]","[7159, 7404, 3605]","[7159, 7404, 3605]","[7159, 7404, 3605]","[7159, 7404, 3605]","[7159, 7404, 3605]","[7159, 7404, 3605]","[7159, 7404, 3605]","[7159, 7404, 3605]","[7159, 7404, 3605]"
0,"[4603, 294, 671]","[4603, 294, 671]","[4603, 294, 671]","[4603, 294, 671]","[4603, 294, 671]","[4603, 294, 671]","[4603, 294, 671]","[4603, 294, 671]","[4603, 294, 671]","[4603, 294, 671]","[4603, 294, 671]","[4603, 294, 671]","[4603, 294, 671]","[4603, 294, 671]","[4603, 294, 671]"
0,"[635, 103, 114]","[635, 103, 114]","[635, 103, 114]","[635, 103, 114]","[635, 103, 114]","[635, 103, 114]","[635, 103, 114]","[635, 103, 114]","[635, 103, 114]","[635, 103, 114]","[635, 103, 114]","[635, 103, 114]","[635, 103, 114]","[635, 103, 114]","[635, 103, 114]"
0,"[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]"
0,"[2824, 480, 1566]","[2824, 480, 1566]","[2824, 480, 1566]","[2824, 480, 1566]","[2824, 480, 1566]","[2824, 480, 1566]","[2824, 480, 1566]","[2824, 480, 1566]","[2824, 480, 1566]","[2824, 480, 1566]","[2824, 480, 1566]","[2824, 480, 1566]","[2824, 480, 1566]","[2824, 480, 1566]","[2824, 480, 1566]"
0,"[6460, 6800, 7446]","[6460, 6800, 7446]","[6460, 6800, 7446]","[6460, 6800, 7446]","[6460, 6800, 7446]","[6460, 6800, 7446]","[6460, 6800, 7446]","[6460, 6800, 7446]","[6460, 6800, 7446]","[6460, 6800, 7446]","[6460, 6800, 7446]","[6460, 6800, 7446]","[6460, 6800, 7446]","[5742, 6539, 7446]","[5742, 6539, 7446]"
0,"[4527, 5670, 7114]","[4527, 5670, 7114]","[4527, 5670, 7114]","[4527, 5670, 7114]","[4527, 5670, 7114]","[4527, 5670, 7114]","[4527, 5670, 7114]","[4527, 5670, 7114]","[4527, 5670, 7114]","[4527, 5670, 7114]","[4527, 5670, 7114]","[4527, 5670, 7114]","[4527, 5670, 7114]","[4527, 5670, 7114]","[4527, 5670, 7114]"
0,"[3680, 2230, 1566]","[3680, 2230, 1566]","[3680, 2230, 1566]","[3680, 2230, 1566]","[3680, 2230, 1566]","[3680, 2230, 1566]","[3680, 2230, 1566]","[3680, 2230, 1566]","[3680, 2230, 1566]","[3680, 2230, 1566]","[3680, 2230, 1566]","[3680, 2230, 1566]","[3680, 2230, 1566]","[3680, 2230, 1566]","[3680, 2230, 1566]"
0,"[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]","[3348, 3811, 658]"
0,"[286, 4895, 4766]","[286, 4895, 4766]","[286, 4895, 4766]","[286, 4895, 4766]","[286, 4895, 4766]","[286, 4895, 4766]","[286, 4895, 4766]","[286, 4895, 4766]","[286, 4895, 4766]","[286, 4895, 4766]","[286, 4895, 4766]","[286, 4895, 4766]","[286, 4895, 4766]","[286, 4895, 4766]","[286, 4895, 4766]"
0,"[574, 144, 445]","[574, 144, 445]","[574, 144, 445]","[574, 144, 445]","[574, 144, 445]","[574, 144, 445]","[574, 144, 445]","[574, 144, 445]","[574, 144, 445]","[761, 421, 445]","[574, 144, 445]","[574, 144, 445]","[574, 144, 445]","[574, 144, 445]","[574, 144, 445]"
0,"[2407, 200, 2358]","[2407, 200, 2358]","[2407, 200, 2358]","[2407, 200, 2358]","[2407, 200, 2358]","[2407, 200, 2358]","[2407, 200, 2358]","[2905, 926, 2358]","[2905, 926, 2358]","[2905, 926, 2358]","[2905, 926, 2358]","[2905, 926, 2358]","[2905, 926, 2358]","[2905, 926, 2358]","[2905, 926, 2358]"
0,"[2937, 2669, 3235]","[2937, 2669, 3235]","[2937, 2669, 3235]","[2937, 2669, 3235]","[2937, 2669, 3235]","[2937, 2669, 3235]","[2937, 2669, 3235]","[2937, 2669, 3235]","[2937, 2669, 3235]","[2937, 2669, 3235]","[2937, 2669, 3235]","[2937, 2669, 3235]","[2937, 2669, 3235]","[2937, 2669, 3235]","[2937, 2669, 3235]"
0,"[597, 1083, 2253]","[597, 1083, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]"
0,"[3836, 1596, 432]","[3836, 1596, 432]","[3836, 1596, 1181]","[3836, 1596, 1181]","[3836, 1596, 1181]","[3836, 1596, 1181]","[3836, 1596, 1181]","[3836, 1596, 1181]","[3836, 1596, 1181]","[3836, 1596, 1181]","[3836, 1596, 1181]","[5703, 2454, 2688]","[5703, 2454, 2688]","[5703, 2454, 2688]","[5703, 2454, 2688]"
0,"[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]","[1389, 2178, 2466]"
0,"[874, 1703, 605]","[874, 1703, 605]","[874, 1703, 605]","[874, 1703, 605]","[874, 1703, 605]","[874, 1703, 605]","[874, 1703, 605]","[874, 1703, 605]","[874, 1703, 605]","[874, 1703, 605]","[874, 1703, 605]","[874, 1703, 605]","[874, 1703, 605]","[874, 1703, 605]","[874, 1703, 605]"
0,"[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]","[7056, 4527, 5670]"
0,"[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]","[1263, 273, 115]"
0,"[1596, 432, 706]","[1596, 432, 706]","[1596, 1181, 926]","[1596, 1181, 926]","[1596, 1181, 926]","[1596, 2663, 2598]","[1596, 1181, 926]","[1596, 1181, 926]","[1596, 1181, 926]","[1596, 1181, 926]","[2454, 2072, 926]","[2454, 2688, 783]","[2454, 2688, 783]","[2454, 2688, 1342]","[2454, 2688, 1342]"
0,"[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[1817, 2505, 106]","[3573, 2505, 106]"
0,"[114, 55, 5196]","[114, 55, 5196]","[114, 55, 5196]","[114, 55, 5196]","[114, 55, 5196]","[114, 55, 5196]","[114, 55, 5196]","[114, 55, 5196]","[114, 55, 5196]","[114, 55, 5196]","[114, 55, 5196]","[114, 55, 5196]","[114, 55, 5196]","[114, 55, 5196]","[114, 55, 5196]"
0,"[1440, 286, 4895]","[1440, 286, 4895]","[1440, 286, 4895]","[1440, 286, 4895]","[1440, 286, 4895]","[1440, 286, 4895]","[1440, 286, 4895]","[1440, 286, 4895]","[1440, 286, 4895]","[1440, 286, 4895]","[1440, 286, 4895]","[1440, 286, 4895]","[1440, 286, 4895]","[1440, 286, 4895]","[1440, 286, 4895]"
0,"[270, 4821, 5775]","[270, 4821, 5775]","[270, 4821, 5775]","[270, 4821, 5775]","[270, 4821, 5775]","[270, 4821, 5775]","[270, 4821, 5775]","[270, 4821, 5775]","[270, 4821, 5775]","[270, 4821, 5775]","[270, 4821, 5775]","[270, 4821, 5775]","[270, 4821, 5775]","[270, 4821, 5775]","[270, 4821, 5775]"
0,"[718, 733, 1823]","[718, 733, 1823]","[718, 733, 1823]","[718, 733, 1823]","[718, 733, 1823]","[718, 733, 1823]","[718, 733, 1823]","[718, 733, 1823]","[718, 733, 1823]","[718, 733, 1823]","[718, 733, 1823]","[718, 733, 1823]","[718, 733, 1823]","[718, 733, 1823]","[718, 733, 1823]"
0,"[636, 1007, 635]","[636, 1007, 635]","[636, 1007, 635]","[636, 531, 605]","[636, 1007, 635]","[636, 1007, 635]","[636, 1007, 635]","[636, 1007, 635]","[636, 1007, 635]","[636, 1007, 635]","[636, 1007, 635]","[636, 1007, 635]","[636, 1007, 635]","[636, 1007, 635]","[636, 1007, 635]"
1,"[4267, 3707, 1817]","[4267, 3707, 1817]","[4267, 3707, 1817]","[4267, 3707, 1817]","[4267, 3707, 1817]","[4267, 3707, 1817]","[4267, 3707, 1817]","[4267, 3707, 1817]","[4267, 3707, 1817]","[4267, 3707, 1817]","[4267, 3707, 1817]","[4267, 3707, 1817]","[4267, 3707, 1817]","[4267, 3707, 1817]","[5108, 4631, 3573]"
0,"[3411, 876, 1977]","[3411, 876, 1977]","[3411, 876, 1977]","[3411, 876, 1977]","[3411, 876, 1977]","[3411, 876, 1977]","[3411, 876, 1977]","[3411, 876, 1977]","[3411, 876, 1977]","[3411, 876, 1977]","[2904, 197, 1977]","[3411, 876, 1977]","[2904, 197, 1977]","[2904, 197, 1977]","[2904, 197, 1977]"
0,"[270, 967, 1801]","[270, 967, 1801]","[270, 967, 1801]","[270, 967, 1801]","[270, 967, 1801]","[270, 967, 1801]","[270, 967, 1801]","[270, 967, 1801]","[270, 967, 1801]","[270, 967, 1801]","[270, 967, 1801]","[270, 967, 1801]","[270, 967, 1801]","[270, 967, 1801]","[270, 967, 1801]"
0,"[338, 1675, 5152]","[338, 1675, 5152]","[338, 1675, 5152]","[338, 1675, 5152]","[338, 1675, 5152]","[338, 1675, 5152]","[338, 1675, 5152]","[338, 1675, 5152]","[338, 1675, 5152]","[338, 1675, 5152]","[338, 1675, 5152]","[338, 1675, 5152]","[338, 1675, 5152]","[338, 1675, 5152]","[338, 1675, 5152]"
0,"[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]","[6332, 6220, 4901]"
0,"[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 4374]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 1709]","[4301, 5232, 2931]","[4301, 5232, 2931]","[4301, 5232, 2931]"
0,"[4805, 1440, 286]","[4805, 1440, 286]","[4805, 1440, 286]","[4805, 1440, 286]","[4805, 1440, 286]","[4805, 1440, 286]","[4805, 1440, 286]","[4805, 1440, 286]","[4805, 1440, 286]","[4805, 1440, 286]","[4805, 1440, 286]","[4805, 1440, 286]","[4805, 1440, 286]","[4805, 1440, 286]","[4805, 1440, 286]"
0,"[3695, 4289, 2656]","[3695, 4289, 2656]","[3695, 4289, 2656]","[3695, 4289, 2656]","[3695, 4289, 2656]","[3695, 4289, 2656]","[3695, 4289, 2656]","[3695, 4289, 2656]","[3695, 4289, 2656]","[3695, 4289, 2656]","[3695, 4289, 2656]","[3695, 4289, 2656]","[3695, 4289, 2656]","[3695, 4289, 2656]","[3695, 4289, 2656]"
0,"[597, 1083, 2253]","[597, 1083, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]","[1051, 1451, 2253]"
0,"[2471, 1987, 5142]","[2471, 1987, 5142]","[2471, 1987, 5142]","[2471, 1987, 5142]","[2471, 1987, 5142]","[2471, 1987, 5142]","[2471, 1987, 5142]","[2471, 1987, 5142]","[2471, 1987, 5142]","[2471, 1987, 5142]","[2471, 1987, 5142]","[2471, 1987, 5142]","[2471, 1987, 5142]","[2471, 1987, 5142]","[2471, 1987, 5142]"
0,"[1465, 1263, 273]","[1465, 1263, 273]","[1465, 1263, 273]","[1465, 1263, 273]","[1465, 1263, 273]","[1465, 1263, 273]","[1465, 1263, 273]","[1465, 1263, 273]","[1465, 1263, 273]","[1465, 1263, 273]","[1465, 1263, 273]","[1465, 1263, 273]","[1465, 1263, 273]","[1465, 1263, 273]","[1465, 1263, 273]"
0,"[2252, 1724, 823]","[2252, 1724, 823]","[2252, 1724, 823]","[2252, 1724, 823]","[2252, 1724, 823]","[2252, 1724, 823]","[2252, 1724, 823]","[1440, 2174, 823]","[2252, 1724, 823]","[2252, 1724, 823]","[2252, 1724, 823]","[2252, 1724, 823]","[2252, 1724, 823]","[2252, 1724, 823]","[2252, 1724, 823]"
0,"[4534, 5036, 2489]","[4534, 5036, 2489]","[4534, 5036, 2489]","[4534, 5036, 2489]","[4534, 5036, 2489]","[4534, 5036, 2489]","[4534, 5036, 2489]","[4534, 5036, 2489]","[4092, 5036, 2489]","[4092, 5036, 2489]","[4092, 5036, 2489]","[4092, 5036, 2489]","[4092, 5036, 2489]","[4092, 5036, 2489]","[4092, 5036, 2489]"
0,"[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1217, 585, 3385]","[1924, 1409, 3385]","[1217, 585, 3385]"
0,"[5273, 2843, 3835]","[5273, 2843, 3835]","[5273, 2843, 3835]","[5273, 2843, 3835]","[5273, 2843, 3835]","[5903, 4817, 3835]","[5903, 4817, 3835]","[5903, 4817, 3835]","[5903, 4817, 3835]","[5903, 4817, 3835]","[5903, 4817, 3835]","[5903, 4817, 3835]","[5903, 4817, 2855]","[5903, 4817, 3835]","[5903, 4817, 2855]"
0,"[2843, 3835, 3031]","[2843, 3835, 3031]","[2843, 3835, 3031]","[2843, 3835, 665]","[2843, 3835, 3031]","[4817, 3835, 3031]","[4817, 3835, 3031]","[4817, 3835, 3031]","[4817, 3835, 3031]","[4817, 3835, 3031]","[4817, 3835, 1862]","[4817, 3835, 1862]","[4817, 2855, 1401]","[4817, 2855, 1401]","[4817, 2855, 318]"
